iter,selected_dim,E_var,gap_mHa,added,gain_mHa,gain_per_kdet,candidate_count,top_score,wall_seconds
65,66001,-2086.6495174363685692,1.315878994319,1000,0.040283528506,0.040283528506,300000,0.00027975378174167746,1412.318
66,67001,-2086.6495575833168914,1.275732045997,1000,0.040146948322,0.040146948322,300000,0.000282154088328864,1445.226
67,68001,-2086.6495962450990191,1.237070263869,1000,0.038661782128,0.038661782128,300000,0.00028257728684881635,1476.239
68,69001,-2086.6496323626683989,1.200952694489,1000,0.036117569380,0.036117569380,300000,0.0002673639668348225,1500.905
69,70001,-2086.6496673779306548,1.165937432233,1000,0.035015262256,0.035015262256,300000,0.00026220464001649004,1530.896
70,71001,-2086.6497004376983568,1.132877664531,1000,0.033059767702,0.033059767702,300000,0.0002466692402893579,1558.974
71,72001,-2086.6497327786255482,1.100536737340,1000,0.032340927191,0.032340927191,300000,0.0002422457791122884,1587.416
72,73001,-2086.6497642347662804,1.069080596608,1000,0.031456140732,0.031456140732,300000,0.0002429642222664318,1628.294
73,74001,-2086.6497933486907641,1.039966672124,1000,0.029113924484,0.029113924484,300000,0.0002514849333157068,1658.299
74,75001,-2086.6498217672001374,1.011548162751,1000,0.028418509373,0.028418509373,300000,0.00024870142237663013,1690.548
75,76001,-2086.6498492600480859,0.984055314802,1000,0.027492847948,0.027492847948,300000,0.0002458101454215224,1723.614
76,77001,-2086.6498757187114279,0.957596651460,1000,0.026458663342,0.026458663342,300000,0.0002501988744606864,1758.397
77,78001,-2086.6499018309436906,0.931484419198,1000,0.026112232263,0.026112232263,300000,0.00022147937376966605,1790.363
78,79001,-2086.6499271422503625,0.906173112526,1000,0.025311306672,0.025311306672,300000,0.00021933555047081745,1825.419
79,80001,-2086.6499509617096919,0.882353653196,1000,0.023819459329,0.023819459329,300000,0.00021978695657024887,1852.751
80,81001,-2086.6499743852054962,0.858930157392,1000,0.023423495804,0.023423495804,300000,0.0002170756531620757,1876.160
81,82001,-2086.6499969465062350,0.836368856653,1000,0.022561300739,0.022561300739,300000,0.00020457537811315778,1904.475
82,83001,-2086.6500189470693840,0.814368293504,1000,0.022000563149,0.022000563149,300000,0.00020050420737069787,1930.084
83,84001,-2086.6500400240920499,0.793291270838,1000,0.021077022666,0.021077022666,300000,0.0002271096647039954,1961.148
84,85001,-2086.6500610165012404,0.772298861648,1000,0.020992409191,0.020992409191,300000,0.00019937302881003645,1983.434
85,86001,-2086.6500809505746474,0.752364788241,1000,0.019934073407,0.019934073407,300000,0.00019736408239510742,2006.990
86,87001,-2086.6500999817899356,0.733333572953,1000,0.019031215288,0.019031215288,300000,0.0001938539019511471,2033.537
87,88001,-2086.6501187728376863,0.714542525202,1000,0.018791047751,0.018791047751,300000,0.00019029157793257163,2065.853
88,89001,-2086.6501369282591440,0.696387103744,1000,0.018155421458,0.018155421458,300000,0.00018489096831110608,2089.632
89,90001,-2086.6501546416129713,0.678673749917,1000,0.017713353827,0.017713353827,300000,0.00018925465642079562,2114.422
90,91001,-2086.6501717154833386,0.661599879550,1000,0.017073870367,0.017073870367,300000,0.00019009666703715463,2135.622
91,92001,-2086.6501883496621303,0.644965700758,1000,0.016634178792,0.016634178792,300000,0.00017644273964537583,2160.311
92,93001,-2086.6502043161444817,0.628999218407,1000,0.015966482351,0.015966482351,300000,0.00018763926533428107,2183.710
93,94001,-2086.6502196483652369,0.613666997651,1000,0.015332220755,0.015332220755,300000,0.00018413811665313318,2212.502
94,95001,-2086.6502344606501538,0.598854712734,1000,0.014812284917,0.014812284917,300000,0.00018102489946627707,2236.222
95,96001,-2086.6502487882967216,0.584527066167,1000,0.014327646568,0.014327646568,300000,0.00017724340632856077,2262.698
96,97001,-2086.6502628014550282,0.570513907860,1000,0.014013158307,0.014013158307,300000,0.00017515587200508836,2286.531
97,98001,-2086.6502763898815829,0.556925481305,1000,0.013588426555,0.013588426555,300000,0.0001631941498910783,2309.618
98,99001,-2086.6502894657210163,0.543849641872,1000,0.013075839433,0.013075839433,300000,0.00016417243796990977,2338.028
99,100001,-2086.6503024329194886,0.530882443400,1000,0.012967198472,0.012967198472,300000,0.0001611968734195403,2362.022
